HomeTeam	AwayTeam	FTH Goals	FTA Goals	FT Result
Blackburn	Man City	2	0	H
Southampton	Tottenham	0	0	D
Arsenal	QPR	3	0	H
Everton	Middlesbrough	4	0	H
Chelsea	Wimbledon	1	2	A
Leeds	Man United	3	1	H
Coventry	Everton	2	1	H
Middlesbrough	West Ham	4	2	H
Newcastle	Nott'm Forest	3	1	H
Man City	Chelsea	0	1	A
Wimbledon	Blackburn	1	1	D
Liverpool	Arsenal	3	1	H
Tottenham	Bolton	2	2	D
QPR	Aston Villa	1	0	H
Sheffield Weds	Southampton	2	2	D
Man City	Nott'm Forest	1	1	D
Liverpool	Man United	2	0	H
Wimbledon	Tottenham	0	1	A
Blackburn	Middlesbrough	1	0	H
QPR	Bolton	2	1	H
West Ham	Southampton	2	1	H
Arsenal	Chelsea	1	1	D
Sheffield Weds	Leeds	6	2	H
Newcastle	Everton	1	0	H
Aston Villa	Coventry	4	1	H
Everton	West Ham	3	0	H
Nott'm Forest	Aston Villa	1	1	D
Tottenham	QPR	1	0	H
Bolton	Liverpool	0	1	A
Man United	Sheffield Weds	2	2	D
Leeds	Wimbledon	1	1	D
Southampton	Arsenal	0	0	D
Coventry	Blackburn	5	0	H
Middlesbrough	Man City	4	1	H
Chelsea	Newcastle	1	0	H
Sheffield Weds	Coventry	4	3	H
Wimbledon	Newcastle	3	3	D
Tottenham	Everton	0	0	D
Bolton	Nott'm Forest	1	1	D
Leeds	Man City	0	1	A
Liverpool	Southampton	1	1	D
QPR	Middlesbrough	1	1	D
Blackburn	West Ham	4	2	H
Man United	Chelsea	1	1	D
Aston Villa	Arsenal	1	1	D
Nott'm Forest	Man United	1	1	D
Arsenal	Blackburn	0	0	D
Newcastle	Leeds	2	1	H
Southampton	Bolton	1	0	H
Coventry	Wimbledon	3	3	D
Chelsea	Tottenham	0	0	D
Everton	Sheffield Weds	2	2	D
Middlesbrough	Liverpool	2	1	H
Man City	Aston Villa	1	0	H
West Ham	QPR	1	0	H
West Ham	Liverpool	0	0	D
Chelsea	Bolton	3	2	H
Coventry	Man United	0	4	A
Everton	QPR	2	0	H
Man City	Wimbledon	1	0	H
Middlesbrough	Tottenham	0	1	A
Arsenal	Sheffield Weds	4	2	H
Southampton	Aston Villa	0	1	A
QPR	Coventry	1	1	D
Sheffield Weds	Man City	1	1	D
Liverpool	Everton	1	2	A
Bolton	West Ham	0	3	A
Blackburn	Nott'm Forest	7	0	H
Leeds	Chelsea	1	0	H
Wimbledon	Middlesbrough	0	0	D
Aston Villa	Newcastle	1	1	D
Man United	Southampton	4	1	H
Tottenham	Arsenal	2	1	H
Newcastle	Blackburn	1	0	H
Nott'm Forest	Wimbledon	4	1	H
Everton	Blackburn	1	0	H
Man City	Bolton	1	0	H
Coventry	Tottenham	2	3	A
Middlesbrough	Leeds	1	1	D
Chelsea	Sheffield Weds	0	0	D
Newcastle	Liverpool	2	1	H
West Ham	Aston Villa	1	4	A
Southampton	QPR	2	0	H
Arsenal	Man United	1	0	H
Bolton	Arsenal	1	0	H
Tottenham	Newcastle	1	1	D
Leeds	Coventry	3	1	H
Liverpool	Man City	6	0	H
Sheffield Weds	West Ham	0	1	A
Wimbledon	Southampton	1	2	A
QPR	Nott'm Forest	1	1	D
Aston Villa	Everton	1	0	H
Blackburn	Chelsea	3	0	H
Man United	Middlesbrough	2	0	H
Everton	Tottenham	1	1	D
Southampton	Liverpool	1	3	A
Middlesbrough	QPR	1	0	H
West Ham	Blackburn	1	1	D
Newcastle	Wimbledon	6	1	H
Arsenal	Aston Villa	2	0	H
Coventry	Sheffield Weds	0	1	A
Man City	Leeds	0	0	D
Chelsea	Man United	1	4	A
Nott'm Forest	Bolton	3	2	H
Wimbledon	West Ham	0	1	A
Sheffield Weds	Middlesbrough	0	1	A
Tottenham	Nott'm Forest	0	1	A
QPR	Newcastle	2	3	A
Liverpool	Coventry	0	0	D
Man United	Man City	1	0	H
Aston Villa	Chelsea	0	1	A
Leeds	Arsenal	0	3	A
Bolton	Everton	1	1	D
Blackburn	Southampton	2	1	H
Southampton	West Ham	0	0	D
Everton	Newcastle	1	3	A
Man United	Liverpool	2	2	D
Chelsea	Arsenal	1	0	H
Middlesbrough	Blackburn	2	0	H
Tottenham	Wimbledon	3	1	H
Nott'm Forest	Man City	3	0	H
Leeds	Sheffield Weds	2	0	H
Bolton	QPR	0	1	A
Coventry	Aston Villa	0	3	A
QPR	Tottenham	2	3	A
Newcastle	Chelsea	2	0	H
Blackburn	Coventry	5	1	H
Man City	Middlesbrough	0	1	A
Sheffield Weds	Man United	0	0	D
Aston Villa	Nott'm Forest	1	1	D
Arsenal	Southampton	4	2	H
Wimbledon	Leeds	2	4	A
West Ham	Everton	2	1	H
Liverpool	Bolton	5	2	H
Nott'm Forest	Everton	3	2	H
Chelsea	Southampton	3	0	H
Liverpool	Blackburn	3	0	H
Middlesbrough	Coventry	2	1	H
Man United	Bolton	3	0	H
Leeds	QPR	1	3	A
Sheffield Weds	Tottenham	1	3	A
Arsenal	West Ham	1	0	H
Aston Villa	Wimbledon	2	0	H
Newcastle	Man City	3	1	H
Middlesbrough	Southampton	0	0	D
West Ham	Chelsea	1	3	A
Man City	Arsenal	0	1	A
Wimbledon	Liverpool	1	0	H
Southampton	Newcastle	1	0	H
Tottenham	Leeds	2	1	H
Blackburn	Aston Villa	1	1	D
Bolton	Middlesbrough	1	1	D
Everton	Man United	2	3	A
Coventry	Nott'm Forest	1	1	D
QPR	Sheffield Weds	0	3	A
Newcastle	Middlesbrough	1	0	H
Southampton	Leeds	1	1	D
Liverpool	QPR	1	0	H
Wimbledon	Sheffield Weds	2	2	D
Chelsea	Coventry	2	2	D
Man City	Everton	0	2	A
West Ham	Tottenham	1	1	D
Aston Villa	Bolton	1	0	H
Arsenal	Nott'm Forest	1	1	D
Blackburn	Man United	1	2	A
Sheffield Weds	Newcastle	0	2	A
QPR	Man City	1	0	H
Man United	Wimbledon	3	1	H
Nott'm Forest	West Ham	1	1	D
Coventry	Arsenal	0	0	D
Tottenham	Liverpool	1	3	A
Leeds	Aston Villa	2	0	H
Bolton	Blackburn	2	1	H
Everton	Southampton	2	0	H
Middlesbrough	Chelsea	2	0	H
Man United	West Ham	2	1	H
QPR	Wimbledon	0	3	A
Nott'm Forest	Chelsea	0	0	D
Tottenham	Aston Villa	0	1	A
Sheffield Weds	Blackburn	2	1	H
Coventry	Man City	2	1	H
Everton	Arsenal	0	2	A
Bolton	Newcastle	1	3	A
Leeds	Liverpool	1	0	H
Arsenal	Middlesbrough	1	1	D
Chelsea	Everton	0	0	D
West Ham	Leeds	1	2	A
Wimbledon	Bolton	3	2	H
Man City	Tottenham	1	1	D
Aston Villa	Man United	3	1	H
Liverpool	Sheffield Weds	1	0	H
Southampton	Nott'm Forest	3	4	A
Blackburn	QPR	1	0	H
Newcastle	Coventry	3	0	H
Southampton	Leicester	2	2	D
Newcastle	Crystal Palace	3	2	H
Liverpool	Blackburn	2	1	H
Chelsea	Arsenal	2	1	H
Sheffield Weds	Ipswich	4	1	H
West Ham	Man United	1	1	D
Tottenham	Leeds	1	1	D
Man City	QPR	2	3	A
Coventry	Everton	0	0	D
Norwich	Aston Villa	1	1	D
Wimbledon	Nott'm Forest	2	2	D
Man United	Southampton	2	1	H
West Ham	Liverpool	3	0	H
Tottenham	Coventry	1	3	A
Ipswich	Everton	0	1	A
Leeds	Crystal Palace	3	1	H
Blackburn	Newcastle	1	0	H
Man United	Sheffield Weds	1	0	H
QPR	Tottenham	2	1	H
Leicester	Chelsea	1	1	D
Aston Villa	Liverpool	2	0	H
Crystal Palace	West Ham	1	0	H
Everton	Southampton	0	0	D
Ipswich	Coventry	2	0	H
Nott'm Forest	Man City	1	0	H
Leeds	Norwich	2	1	H
Arsenal	Wimbledon	0	0	D
Southampton	Crystal Palace	3	1	H
Everton	Chelsea	3	3	D
Aston Villa	Man City	1	1	D
Newcastle	Tottenham	3	3	D
West Ham	QPR	0	0	D
Wimbledon	Liverpool	0	0	D
Coventry	Man United	2	3	A
West Ham	Blackburn	2	0	H
Arsenal	Tottenham	1	1	D
Chelsea	QPR	1	0	H
Crystal Palace	Nott'm Forest	1	2	A
Southampton	Sheffield Weds	0	0	D
Leicester	Ipswich	2	0	H
Norwich	Liverpool	1	2	A
Leeds	Aston Villa	1	0	H
Man City	Newcastle	0	0	D
Everton	Wimbledon	0	0	D
Blackburn	Crystal Palace	2	1	H
Newcastle	Leeds	1	2	A
Blackburn	Man City	2	3	A
Wimbledon	Southampton	0	2	A
Sheffield Weds	Everton	0	0	D
Liverpool	Leicester	2	0	H
QPR	Crystal Palace	0	1	A
Nott'm Forest	Coventry	2	0	H
Tottenham	Norwich	1	0	H
Ipswich	West Ham	1	1	D
Man United	Chelsea	0	0	D
Aston Villa	Arsenal	0	4	A
Arsenal	Ipswich	4	1	H
Leicester	Man United	0	4	A
Southampton	QPR	2	1	H
Leeds	Blackburn	1	1	D
Chelsea	Aston Villa	1	0	H
Coventry	Sheffield Weds	2	0	H
Man City	Liverpool	2	1	H
Crystal Palace	Tottenham	1	1	D
Everton	Newcastle	2	0	H
West Ham	Wimbledon	3	0	H
Norwich	Nott'm Forest	0	1	A
Chelsea	Southampton	0	2	A
Arsenal	Liverpool	0	1	A
Tottenham	Man City	2	1	H
Ipswich	QPR	0	1	A
Wimbledon	Chelsea	1	1	D
Liverpool	Leeds	0	1	A
QPR	Arsenal	3	1	H
Newcastle	Norwich	3	0	H
Sheffield Weds	Leicester	1	0	H
Nott'm Forest	West Ham	1	1	D
Leicester	Norwich	1	0	H
Liverpool	Southampton	3	1	H
Leeds	Ipswich	4	0	H
Crystal Palace	Aston Villa	0	0	D
QPR	Blackburn	0	1	A
Man United	Leeds	0	0	D
Southampton	Tottenham	4	3	H
Sheffield Weds	Nott'm Forest	1	7	A
Chelsea	Newcastle	1	1	D
Everton	Blackburn	1	2	A
Arsenal	Norwich	5	1	H
Coventry	QPR	0	1	A
Crystal Palace	Man City	2	1	H
Leicester	Wimbledon	3	4	A
Ipswich	Aston Villa	0	1	A
Tottenham	Liverpool	0	0	D
Southampton	Newcastle	3	1	H
Nott'm Forest	Leeds	3	0	H
QPR	Chelsea	1	0	H
Man United	Arsenal	3	0	H
Wimbledon	Man City	2	0	H
Norwich	Ipswich	3	0	H
Liverpool	Man United	2	0	H
Newcastle	Arsenal	1	0	H
Tottenham	Leicester	1	0	H
QPR	Everton	2	3	A
Leeds	Coventry	3	0	H
Nott'm Forest	Southampton	3	0	H
Blackburn	Chelsea	2	1	H
Man City	Sheffield Weds	3	2	H
Wimbledon	Crystal Palace	2	0	H
Aston Villa	West Ham	0	2	A
Southampton	West Ham	1	1	D
Leicester	Leeds	1	3	A
QPR	Norwich	2	0	H
Everton	Man City	1	1	D
Man United	Tottenham	0	0	D
Liverpool	Coventry	2	3	A
Crystal Palace	Sheffield Weds	2	1	H
Coventry	Blackburn	1	1	D
Sheffield Weds	Wimbledon	0	1	A
Leicester	Nott'm Forest	2	4	A
West Ham	Norwich	2	2	D
Chelsea	Leeds	0	3	A
QPR	Leicester	2	0	H
Norwich	Sheffield Weds	0	0	D
Newcastle	West Ham	2	0	H
Tottenham	Ipswich	3	0	H
Man City	Chelsea	1	2	A
Nott'm Forest	Everton	2	1	H
Blackburn	Arsenal	3	1	H
Wimbledon	Man United	0	1	A
Aston Villa	Coventry	0	0	D
Arsenal	West Ham	0	1	A
Chelsea	Crystal Palace	0	0	D
Leeds	Sheffield Weds	0	1	A
Wimbledon	QPR	1	3	A
Nott'm Forest	Tottenham	2	2	D
Liverpool	Newcastle	2	0	H
Southampton	Coventry	0	0	D
Leicester	Everton	2	2	D
Aston Villa	Blackburn	0	1	A
Man United	Ipswich	9	0	H
Norwich	Man City	1	1	D
Ipswich	Newcastle	0	2	A
QPR	Nott'm Forest	1	1	D
Newcastle	Aston Villa	3	1	H
Sheffield Weds	Liverpool	1	2	A
Tottenham	Wimbledon	1	2	A
Blackburn	Norwich	0	0	D
Coventry	Leicester	4	2	H
Ipswich	Southampton	2	1	H
Man City	Leeds	0	0	D
West Ham	Chelsea	1	2	A
Crystal Palace	Arsenal	0	3	A
Everton	Man United	1	0	H
Leeds	Everton	1	0	H
Blackburn	Wimbledon	2	1	H
Aston Villa	Leicester	4	4	D
Norwich	Man United	0	2	A
Man City	Ipswich	2	0	H
Arsenal	Nott'm Forest	1	0	H
Coventry	West Ham	2	0	H
Sheffield Weds	Aston Villa	1	2	A
West Ham	Everton	2	2	D
Blackburn	Sheffield Weds	3	1	H
Arsenal	Leicester	1	1	D
Crystal Palace	Coventry	0	2	A
Liverpool	QPR	1	1	D
Norwich	Southampton	2	2	D
Chelsea	Tottenham	1	1	D
Aston Villa	Wimbledon	7	1	H
Man City	Man United	0	3	A
Newcastle	Nott'm Forest	2	1	H
Tottenham	Blackburn	3	1	H
QPR	Newcastle	3	0	H
Ipswich	Crystal Palace	0	2	A
Wimbledon	Leeds	0	0	D
Southampton	Man City	2	2	D
Leicester	West Ham	1	2	A
Man United	Aston Villa	1	0	H
Sheffield Weds	Arsenal	3	1	H
Coventry	Chelsea	2	2	D
Nott'm Forest	Liverpool	1	1	D
Everton	Norwich	2	1	H
Newcastle	Everton	2	0	H
Blackburn	Leeds	1	1	D
Blackburn	Ipswich	4	1	H
Man City	Leicester	0	1	A
Chelsea	Nott'm Forest	0	2	A
Norwich	Coventry	2	2	D
Newcastle	Wimbledon	2	1	H
Aston Villa	Tottenham	1	0	H
Crystal Palace	Man United	1	1	D
Leeds	QPR	4	0	H
Liverpool	Everton	0	0	D
Arsenal	Southampton	1	1	D
West Ham	Sheffield Weds	0	2	A
Man United	Blackburn	1	0	H
Sheffield Weds	Newcastle	0	0	D
Nott'm Forest	Aston Villa	1	2	A
Ipswich	Chelsea	2	2	D
Coventry	Arsenal	0	1	A
Everton	Crystal Palace	3	1	H
Newcastle	Man United	1	1	D
Blackburn	Nott'm Forest	3	0	H
Liverpool	Ipswich	0	1	A
Aston Villa	QPR	2	1	H
Leeds	Southampton	0	0	D
Crystal Palace	Leicester	2	0	H
Man City	Coventry	0	0	D
West Ham	Tottenham	1	2	A
Norwich	Wimbledon	1	2	A
Chelsea	Sheffield Weds	1	1	D
Arsenal	Everton	1	1	D
Man United	Coventry	2	0	H
Tottenham	Arsenal	1	0	H
Liverpool	Norwich	4	0	H
Newcastle	Man City	0	0	D
Nott'm Forest	Crystal Palace	1	0	H
Ipswich	Leicester	4	1	H
Wimbledon	Everton	2	1	H
Aston Villa	Leeds	0	0	D
Blackburn	West Ham	4	2	H
Sheffield Weds	Southampton	1	1	D
Arsenal	QPR	1	3	A
Crystal Palace	Blackburn	0	1	A
West Ham	Nott'm Forest	3	1	H
Man City	Aston Villa	2	2	D
Leeds	Liverpool	0	2	A
Everton	Ipswich	4	1	H
Coventry	Tottenham	0	4	A
Leicester	Sheffield Weds	0	1	A
Norwich	Newcastle	2	1	H
Southampton	Man United	2	2	D
Chelsea	Wimbledon	1	1	D
Sheffield Weds	Coventry	5	1	H
Ipswich	Arsenal	0	2	A
Wimbledon	West Ham	1	0	H
Liverpool	Man City	2	0	H
Man United	Leicester	1	1	D
Aston Villa	Chelsea	3	0	H
QPR	Southampton	2	2	D
Nott'm Forest	Norwich	1	0	H
Tottenham	Crystal Palace	0	0	D
Coventry	Nott'm Forest	0	0	D
Southampton	Wimbledon	2	3	A
Leeds	Newcastle	0	0	D
Arsenal	Aston Villa	0	0	D
Norwich	Tottenham	0	2	A
Man City	Blackburn	1	3	A
Chelsea	Man United	2	3	A
Crystal Palace	QPR	0	0	D
Everton	Sheffield Weds	1	4	A
West Ham	Ipswich	1	1	D
Leicester	Liverpool	1	2	A
Southampton	Aston Villa	2	1	H
Chelsea	Liverpool	0	0	D
Man United	Nott'm Forest	1	2	A
Crystal Palace	Norwich	0	1	A
Sheffield Weds	QPR	0	2	A
Everton	Tottenham	0	0	D
Arsenal	Leeds	1	3	A
Coventry	Newcastle	0	0	D
Leicester	Blackburn	0	0	D
West Ham	Man City	3	0	H
Ipswich	Wimbledon	2	2	D
Man City	Arsenal	1	2	A
Liverpool	Crystal Palace	0	0	D
Newcastle	Leicester	3	1	H
Tottenham	Sheffield Weds	3	1	H
Norwich	Chelsea	3	0	H
Wimbledon	Coventry	2	0	H
Aston Villa	Everton	0	0	D
Blackburn	Southampton	3	2	H
QPR	Man United	2	3	A
Leeds	West Ham	2	2	D
Nott'm Forest	Ipswich	4	1	H
QPR	West Ham	2	1	H
Everton	Leeds	3	0	H
Ipswich	Man City	1	2	A
Nott'm Forest	Arsenal	2	2	D
Wimbledon	Blackburn	0	3	A
Coventry	Liverpool	1	1	D
Man United	Norwich	1	0	H
Southampton	Chelsea	0	1	A
Leicester	Aston Villa	1	1	D
Tottenham	Newcastle	4	2	H
Sheffield Weds	Crystal Palace	1	0	H
Aston Villa	Sheffield Weds	1	1	D
Chelsea	Everton	0	1	A
Blackburn	QPR	4	0	H
West Ham	Coventry	0	1	A
Arsenal	Man United	0	0	D
Crystal Palace	Southampton	0	0	D
Norwich	Leicester	2	1	H
Man City	Wimbledon	2	0	H
Liverpool	Tottenham	1	1	D
Newcastle	Ipswich	1	1	D
Leeds	Nott'm Forest	1	0	H
Tottenham	Chelsea	0	0	D
Leicester	Arsenal	2	1	H
Everton	Liverpool	2	0	H
Leicester	Man City	0	1	A
Coventry	Norwich	1	0	H
Wimbledon	Newcastle	3	2	H
Southampton	Arsenal	1	0	H
Ipswich	Blackburn	1	3	A
QPR	Leeds	3	2	H
Nott'm Forest	Chelsea	0	1	A
Man United	Crystal Palace	3	0	H
Sheffield Weds	West Ham	1	0	H
Tottenham	Aston Villa	3	4	A
Man United	Man City	5	0	H
Liverpool	Chelsea	3	1	H
Wimbledon	Aston Villa	4	3	H
Nott'm Forest	Newcastle	0	0	D
Aston Villa	Man United	1	2	A
Arsenal	Sheffield Weds	0	0	D
Chelsea	Coventry	2	2	D
Crystal Palace	Ipswich	3	0	H
Man City	Southampton	3	3	D
Blackburn	Tottenham	2	0	H
Liverpool	Nott'm Forest	1	0	H
Norwich	Everton	0	0	D
Leeds	Wimbledon	3	1	H
Newcastle	QPR	2	1	H
West Ham	Leicester	1	0	H
Coventry	Crystal Palace	1	4	A
Sheffield Weds	Blackburn	0	1	A
Southampton	Norwich	1	1	D
Ipswich	Leeds	2	0	H
Everton	West Ham	1	0	H
QPR	Liverpool	2	1	H
Wimbledon	Norwich	1	0	H
Coventry	Man City	1	0	H
Sheffield Weds	Chelsea	1	1	D
Tottenham	West Ham	3	1	H
Ipswich	Liverpool	1	3	A
Man United	Newcastle	2	0	H
Nott'm Forest	Blackburn	0	2	A
QPR	Aston Villa	2	0	H
Southampton	Leeds	1	3	A
Everton	Arsenal	1	1	D
Leicester	Crystal Palace	0	1	A
Leeds	Leicester	2	1	H
Arsenal	Coventry	2	1	H
Blackburn	Man United	2	4	A
Chelsea	Ipswich	2	0	H
Norwich	QPR	4	2	H
Newcastle	Sheffield Weds	2	1	H
Man City	Tottenham	5	2	H
Crystal Palace	Everton	1	0	H
West Ham	Southampton	2	0	H
Liverpool	Wimbledon	3	0	H
Aston Villa	Nott'm Forest	0	2	A
Nott'm Forest	Wimbledon	3	1	H
Ipswich	Sheffield Weds	1	2	A
Leicester	Southampton	4	3	H
QPR	Man City	1	2	A
Leeds	Tottenham	1	1	D
Man United	West Ham	1	0	H
Crystal Palace	Newcastle	0	1	A
Aston Villa	Norwich	1	1	D
Blackburn	Liverpool	3	2	H
Everton	Coventry	0	2	A
Arsenal	Chelsea	3	1	H
Coventry	Ipswich	2	0	H
Newcastle	Blackburn	1	1	D
Southampton	Everton	2	0	H
Chelsea	Leicester	4	0	H
Liverpool	Aston Villa	3	2	H
Sheffield Weds	Man United	1	0	H
Norwich	Leeds	2	1	H
Man City	Nott'm Forest	3	3	D
Tottenham	QPR	1	1	D
West Ham	Crystal Palace	1	0	H
Wimbledon	Arsenal	1	3	A
Leicester	Coventry	2	2	D
Chelsea	West Ham	1	2	A
Nott'm Forest	QPR	3	2	H
Leeds	Man City	2	0	H
Southampton	Ipswich	3	1	H
Man United	Everton	2	0	H
Aston Villa	Newcastle	0	2	A
Arsenal	Crystal Palace	1	2	A
Liverpool	Sheffield Weds	4	1	H
Norwich	Blackburn	2	1	H
Wimbledon	Tottenham	1	2	A
Sheffield Weds	Leeds	1	1	D
West Ham	Arsenal	0	2	A
Tottenham	Nott'm Forest	1	4	A
Ipswich	Man United	3	2	H
QPR	Wimbledon	0	1	A
Newcastle	Liverpool	1	1	D
Man City	Norwich	2	0	H
Everton	Leicester	1	1	D
Blackburn	Aston Villa	3	1	H
Crystal Palace	Chelsea	0	1	A
Coventry	Southampton	1	3	A
Ipswich	Norwich	1	2	A
Chelsea	Blackburn	1	2	A
Arsenal	Newcastle	2	3	A
Leicester	Tottenham	3	1	H
Man United	Liverpool	2	0	H
Crystal Palace	Wimbledon	0	0	D
Sheffield Weds	Man City	1	1	D
Coventry	Leeds	2	1	H
West Ham	Aston Villa	1	0	H
Everton	QPR	2	2	D
Southampton	Nott'm Forest	1	1	D
Tottenham	Southampton	1	2	A
Leeds	Man United	2	1	H
QPR	Coventry	2	2	D
Nott'm Forest	Sheffield Weds	4	1	H
Man City	Crystal Palace	1	1	D
Wimbledon	Leicester	2	1	H
Liverpool	West Ham	0	0	D
Blackburn	Everton	3	0	H
Newcastle	Chelsea	4	2	H
Aston Villa	Ipswich	2	0	H
Norwich	Arsenal	0	0	D
Southampton	Liverpool	0	2	A
Chelsea	Man City	3	0	H
Arsenal	Blackburn	0	0	D
West Ham	Newcastle	1	3	A
Sheffield Weds	Norwich	0	0	D
Man United	Wimbledon	3	0	H
Leicester	QPR	1	1	D
Ipswich	Tottenham	1	3	A
Everton	Nott'm Forest	1	2	A
Crystal Palace	Leeds	1	2	A
Coventry	Aston Villa	0	1	A
Liverpool	Arsenal	3	0	H
QPR	Ipswich	1	2	A
Newcastle	Southampton	5	1	H
Man City	Everton	4	0	H
Aston Villa	Crystal Palace	1	1	D
Norwich	West Ham	1	0	H
Wimbledon	Sheffield Weds	0	1	A
Leeds	Chelsea	2	3	A
Nott'm Forest	Leicester	1	0	H
Blackburn	Coventry	4	0	H
Tottenham	Man United	0	1	A
Norwich	Crystal Palace	0	0	D
Newcastle	Coventry	4	0	H
Man City	West Ham	3	0	H
Aston Villa	Southampton	1	1	D
Tottenham	Everton	2	1	H
QPR	Sheffield Weds	3	2	H
Wimbledon	Ipswich	1	1	D
Leeds	Arsenal	1	0	H
Blackburn	Leicester	3	0	H
Nott'm Forest	Man United	1	1	D
Leicester	Newcastle	1	3	A
Man United	QPR	2	0	H
Southampton	Blackburn	1	1	D
Everton	Aston Villa	2	2	D
Arsenal	Man City	3	0	H
Chelsea	Norwich	2	0	H
Crystal Palace	Liverpool	1	6	A
Ipswich	Nott'm Forest	0	1	A
Sheffield Weds	Tottenham	3	4	A
Coventry	Wimbledon	1	1	D
West Ham	Leeds	0	0	D
Man United	Coventry	0	0	D
Norwich	Oldham	1	1	D
Chelsea	Sheffield United	3	2	H
Aston Villa	Liverpool	2	1	H
Everton	Wimbledon	3	2	H
Blackburn	Ipswich	0	0	D
Sheffield Weds	Man City	1	1	D
Newcastle	Arsenal	2	0	H
Swindon	Leeds	0	5	A
West Ham	Southampton	3	3	D
Tottenham	QPR	1	2	A
Oldham	Tottenham	0	2	A
Chelsea	Coventry	1	2	A
Man United	Southampton	2	0	H
Oldham	Sheffield United	1	1	D
QPR	West Ham	0	0	D
Leeds	Sheffield Weds	2	2	D
Coventry	Blackburn	2	1	H
Ipswich	Man United	1	2	A
Arsenal	West Ham	0	2	A
Liverpool	Norwich	0	1	A
Wimbledon	Tottenham	2	1	H
Man City	Chelsea	2	2	D
Southampton	Aston Villa	4	1	H
Leeds	Everton	3	0	H
QPR	Swindon	1	3	A
Sheffield United	Newcastle	2	0	H
Oldham	Sheffield Weds	0	0	D
Newcastle	Aston Villa	5	1	H
West Ham	Blackburn	1	2	A
QPR	Arsenal	1	1	D
Leeds	Man United	0	2	A
Chelsea	Swindon	2	0	H
Wimbledon	Oldham	3	0	H
Blackburn	QPR	1	1	D
Tottenham	Southampton	3	0	H
West Ham	Liverpool	1	2	A
Sheffield Weds	Ipswich	5	0	H
Everton	Coventry	0	0	D
Swindon	Wimbledon	2	4	A
Man United	Man City	2	0	H
Aston Villa	Arsenal	1	2	A
Chelsea	Leeds	1	1	D
Norwich	Sheffield United	0	1	A
Newcastle	Oldham	3	2	H
Arsenal	Wimbledon	1	1	D
Leeds	Tottenham	2	0	H
Oldham	West Ham	1	2	A
Liverpool	Newcastle	0	2	A
Wimbledon	Man United	1	0	H
QPR	Everton	2	1	H
Coventry	Sheffield Weds	1	1	D
Sheffield United	Aston Villa	1	2	A
Ipswich	Swindon	1	1	D
Man City	Norwich	1	1	D
Southampton	Blackburn	3	1	H
Arsenal	Chelsea	1	0	H
QPR	Chelsea	1	1	D
Blackburn	Aston Villa	1	0	H
Coventry	Tottenham	1	0	H
Sheffield Weds	QPR	3	1	H
West Ham	Everton	0	1	A
Norwich	Southampton	4	5	A
Man City	Newcastle	2	1	H
Liverpool	Ipswich	1	0	H
Everton	Blackburn	0	3	A
Sheffield United	Arsenal	1	1	D
Southampton	Man City	0	1	A
Wimbledon	Liverpool	1	1	D
Ipswich	Coventry	0	2	A
Tottenham	West Ham	1	4	A
Aston Villa	Norwich	0	0	D
Man United	Oldham	3	2	H
Swindon	Sheffield Weds	0	1	A
Newcastle	Chelsea	0	0	D
QPR	Leeds	0	4	A
Chelsea	Southampton	2	0	H
Liverpool	Sheffield United	1	2	A
Oldham	QPR	4	1	H
West Ham	Ipswich	2	1	H
Coventry	Wimbledon	1	2	A
Arsenal	Swindon	1	1	D
Norwich	Tottenham	1	2	A
Man City	Aston Villa	3	0	H
Sheffield Weds	Everton	5	1	H
Blackburn	Man United	2	0	H
Leeds	Newcastle	1	1	D
Sheffield Weds	Chelsea	3	1	H
Aston Villa	Everton	0	0	D
Southampton	Oldham	1	3	A
Man United	Liverpool	1	0	H
Ipswich	Man City	2	2	D
Newcastle	Norwich	3	0	H
Wimbledon	Blackburn	4	1	H
Sheffield United	West Ham	3	2	H
Wimbledon	Leeds	1	0	H
Blackburn	Swindon	3	1	H
Chelsea	West Ham	2	0	H
Everton	Tottenham	0	1	A
Arsenal	Liverpool	1	0	H
Sheffield United	Southampton	0	0	D
Ipswich	QPR	1	3	A
Coventry	Norwich	2	1	H
Oldham	Man City	0	0	D
Newcastle	Ipswich	2	0	H
Arsenal	Man United	2	2	D
Norwich	Everton	3	0	H
Sheffield Weds	Blackburn	1	2	A
West Ham	Newcastle	2	4	A
Man City	Sheffield United	0	0	D
Southampton	Arsenal	0	4	A
Aston Villa	Oldham	1	2	A
QPR	Wimbledon	1	0	H
Liverpool	Chelsea	2	1	H
Tottenham	Ipswich	1	1	D
Leeds	Coventry	1	0	H
Swindon	Man United	2	2	D
Sheffield United	QPR	1	1	D
Leeds	Aston Villa	2	0	H
Man United	Sheffield Weds	5	0	H
Chelsea	Wimbledon	2	0	H
Liverpool	Everton	2	1	H
Sheffield United	Leeds	2	2	D
Aston Villa	Ipswich	0	1	A
Norwich	QPR	3	4	A
Southampton	Sheffield Weds	1	1	D
Newcastle	Swindon	7	1	H
Man City	Wimbledon	0	1	A
Coventry	Aston Villa	0	1	A
Swindon	West Ham	1	1	D
Wimbledon	Norwich	3	1	H
Man United	Chelsea	0	1	A
Blackburn	Liverpool	2	0	H
QPR	Man City	1	1	D
Sheffield Weds	Newcastle	0	1	A
Tottenham	Sheffield United	2	2	D
Leeds	Southampton	0	0	D
Ipswich	Arsenal	1	5	A
